time,latitude,longitude,mag
2017-03-06T07:35:10.667Z,38.4088,-118.9393,1.3
2017-03-06T07:30:55.000Z,19.0149,-65.064,2.5
2017-03-06T07:18:51.170Z,37.1331673,-121.1620026,1.59
2017-03-06T07:17:23.200Z,18.912,-65.1675,3.6
2017-03-06T07:07:20.589Z,63.1799,-151.7204,1.9
2017-03-06T07:07:16.860Z,37.6551667,-118.8246667,0.31
2017-03-06T07:06:13.652Z,65.2042,-148.7459,1.3
2017-03-06T06:58:05.060Z,38.793335,-122.8024979,1.31
2017-03-06T06:56:20.750Z,44.4566667,-110.3975,0.9
2017-03-06T06:56:07.400Z,18.9783,-65.0504,2.7
2017-03-06T06:53:23.400Z,18.9444,-65.141,3.5
2017-03-06T06:47:14.320Z,19.3813324,-155.2458344,2.47
2017-03-06T06:33:14.600Z,19.0245,-65.1389,2.9
2017-03-06T06:11:20.120Z,33.495,-116.792,1.28
2017-03-06T05:54:15.410Z,38.8181648,-122.8475037,0.89
2017-03-06T05:46:59.270Z,19.1825008,-155.477829,2.63
2017-03-06T05:08:38.380Z,38.8036652,-122.8259964,0.46
2017-03-06T05:05:12.810Z,47.4851667,-122.9891667,0.77
2017-03-06T04:59:31.410Z,46.6091667,-119.8448333,1.09
2017-03-06T04:52:58.770Z,33.4946667,-116.7838333,0.76
2017-03-06T04:40:44.870Z,36.7851677,-121.492836,2.32
2017-03-06T04:24:19.650Z,38.8190002,-122.7593307,0.89
2017-03-06T03:58:04.550Z,33.4956667,-116.79,1.33
2017-03-06T03:54:06.410Z,33.4963333,-116.7875,1.22
2017-03-06T03:53:05.250Z,36.7770004,-121.5223312,1.53
2017-03-06T03:50:08.300Z,36.7859993,-121.4889984,2.64
2017-03-06T03:44:49.260Z,62.9257,-151.374,2
2017-03-06T03:32:53.558Z,61.0328,-150.6665,1.6
2017-03-06T03:28:56.280Z,19.4088326,-155.5031738,1.71
2017-03-06T03:18:07.514Z,61.9346,-149.7388,2.1
2017-03-06T03:12:15.190Z,40.308,-124.4008333,2.04
2017-03-06T03:06:24.220Z,-19.5048,178.4025,5.2
2017-03-06T02:40:00.171Z,63.3336,-150.3939,2
2017-03-06T02:32:23.650Z,38.8305016,-122.8058319,0.57
2017-03-06T02:00:49.300Z,18.5055,-66.1555,3
2017-03-06T01:50:49.236Z,39.6445,-119.4273,0.7
2017-03-06T01:40:26.240Z,38.8328323,-122.8438339,1.35
2017-03-06T01:32:19.650Z,57.8528,-152.9061,2.5
2017-03-06T01:30:10.040Z,33.9163333,-118.355,1.67
2017-03-06T01:29:27.204Z,61.2964,-146.6992,1.7
2017-03-06T01:12:04.540Z,44.7176667,-112.8986667,1.3
2017-03-06T01:06:11.000Z,18.4855,-67.5329,2.7
2017-03-06T00:43:13.860Z,38.8450012,-122.8306656,1.03
2017-03-06T00:35:43.220Z,33.9851667,-118.3455,1.87
2017-03-06T00:32:42.050Z,38.7928333,-122.7651667,1.86
2017-03-06T00:26:36.700Z,-18.1375,-70.0413,4.1
2017-03-06T00:24:10.740Z,19.3863335,-155.2508392,1.94
2017-03-06T00:05:19.160Z,33.3715,-116.2915,1.26
2017-03-06T00:01:51.690Z,38.8101654,-122.8184967,1.35
2017-03-05T23:36:05.570Z,19.3863335,-155.2488403,2.1
2017-03-05T22:52:16.130Z,34.356,-118.473,1.3
2017-03-05T22:47:56.890Z,39.268,-110.6178333,1.64
2017-03-05T22:47:53.310Z,-5.999,149.353,6.3
2017-03-05T22:40:18.448Z,59.7124,-152.8316,1.9
2017-03-05T22:28:11.240Z,-58.3599,-139.6975,5.1
2017-03-05T22:10:33.850Z,49.427,-120.5301667,2.38
2017-03-05T21:57:19.170Z,46.5883333,-112.8246667,1.1
2017-03-05T21:57:04.600Z,18.0986,-65.1617,2.5
2017-03-05T21:53:12.327Z,57.1752,-152.2801,4.2
2017-03-05T21:34:33.341Z,61.7421,-148.237,1.6
2017-03-05T21:29:29.680Z,37.675499,-122.5041656,1.13
2017-03-05T21:15:21.450Z,33.984,-116.8486667,1.22
2017-03-05T21:10:01.140Z,19.3833332,-155.2369995,1.71
2017-03-05T20:47:47.970Z,38.8136673,-122.7948303,0.91
2017-03-05T20:41:55.766Z,64.764,-152.3902,1.5
2017-03-05T20:34:39.539Z,62.1421,-150.059,2.1
2017-03-05T20:28:10.080Z,36.0386667,-117.7165,1.3
2017-03-05T20:22:52.820Z,19.3873329,-155.2429962,2.54
2017-03-05T20:20:26.430Z,41.417,-112.7326667,1.29
2017-03-05T20:12:39.509Z,60.1909,-147.791,2
2017-03-05T20:06:22.640Z,19.4025002,-155.2671661,1.7
2017-03-05T20:06:20.550Z,19.3788338,-155.2449951,2.09
2017-03-05T19:57:28.080Z,19.3715,-155.2558289,1.72
2017-03-05T19:57:27.310Z,19.3828335,-155.2369995,1.92
2017-03-05T19:49:05.720Z,61.6817,-149.8034,1.8
2017-03-05T19:41:52.069Z,59.2395,-153.0546,2
2017-03-05T19:40:39.664Z,61.9833,-152.0587,2.6
2017-03-05T19:34:50.867Z,61.9348,-151.0207,1.7
2017-03-05T19:27:39.610Z,38.8089981,-122.8123322,1.36
2017-03-05T19:17:23.860Z,38.8076668,-122.8178329,1.59
2017-03-05T19:14:51.570Z,44.8065,-110.8808333,2.05
2017-03-05T19:14:49.540Z,37.7546667,-113.1491667,3.3
2017-03-05T19:14:26.471Z,51.4619,-177.4662,2
2017-03-05T19:04:55.610Z,33.646,-116.6848333,1.1
2017-03-05T18:50:10.000Z,19.1945,-66.6804,3.3
2017-03-05T18:43:08.466Z,60.2423,-141.0993,1.8
2017-03-05T18:11:10.320Z,19.2096672,-155.4193268,1.89
2017-03-05T17:44:45.840Z,44.7978333,-110.8881667,2.55
2017-03-05T17:36:04.880Z,19.3813333,-155.2451667,0.82
2017-03-05T17:36:03.670Z,33.7235,-116.829,0.54
2017-03-05T17:33:37.990Z,35.7882,-97.2014,2.6
2017-03-05T17:20:53.580Z,19.3823333,-155.2415,1.3
2017-03-05T17:13:33.710Z,19.377,-155.234,0.9
2017-03-05T17:09:55.900Z,19.1878338,-155.4833374,1.87
2017-03-05T17:09:10.581Z,61.6989,-147.7612,1.7
2017-03-05T16:54:37.910Z,19.4405,-155.2618333,1.66
2017-03-05T16:44:01.090Z,33.7063333,-116.7483333,1.37
2017-03-05T16:41:45.180Z,19.3821667,-155.2396667,1.17
2017-03-05T16:41:20.840Z,19.3245,-155.2236667,0.77
2017-03-05T16:37:16.280Z,19.3815,-155.2381667,2.23
2017-03-05T16:33:52.000Z,33.5868333,-117.2463333,0.84
2017-03-05T16:29:10.360Z,19.3835,-155.2376667,0.64
2017-03-05T16:28:43.479Z,64.6996,-149.0292,0.4
2017-03-05T16:28:13.690Z,19.3796667,-155.2411667,0.79
2017-03-05T16:26:31.652Z,60.9408,-149.5866,1.5
2017-03-05T16:17:47.420Z,43.2796667,-110.7718333,1.81
2017-03-05T16:17:19.050Z,19.3823333,-155.2358333,3.53
2017-03-05T16:13:43.360Z,19.3905,-155.248,3.11
2017-03-05T16:13:18.870Z,19.3786667,-155.2373333,3.88
2017-03-05T16:10:34.620Z,19.3863333,-155.2463333,0.8
2017-03-05T16:07:07.439Z,36.6981,-116.3173,1.1
2017-03-05T16:06:32.330Z,19.3818333,-155.2413333,3.52
2017-03-05T16:06:15.460Z,19.3821667,-155.2425,1.87
2017-03-05T16:05:57.530Z,19.3811667,-155.2406667,1.38
2017-03-05T16:04:58.700Z,19.3826667,-155.2418333,1.29
2017-03-05T16:02:37.390Z,19.3813333,-155.244,2.16
2017-03-05T15:59:29.390Z,19.3818333,-155.2408333,2.41
2017-03-05T15:59:08.000Z,19.3805,-155.2416667,0.47
2017-03-05T15:48:33.030Z,-6.1617,148.9734,4.6
2017-03-05T15:45:14.470Z,44.1023333,-123.0718333,1.72
2017-03-05T15:31:47.080Z,19.4101667,-155.2638333,0.74
2017-03-05T15:29:59.810Z,19.4093333,-155.2621667,0.42
2017-03-05T15:24:43.710Z,5.4236,94.7456,4.4
2017-03-05T15:06:59.639Z,39.4242,-118.4729,1.1
2017-03-05T14:47:20.164Z,39.9062,-119.0152,1.1
2017-03-05T14:46:51.700Z,18.9783,-64.5801,3.1
2017-03-05T14:41:27.310Z,36.4688,71.0622,4.4
2017-03-05T14:38:21.670Z,33.4906667,-116.7868333,0.33
2017-03-05T14:26:25.790Z,59.0677,-137.7509,2.7
2017-03-05T14:10:25.569Z,39.8764,-119.0071,1
2017-03-05T14:02:06.380Z,33.49,-116.7888333,0.31
2017-03-05T13:45:36.040Z,38.8426666,-122.8786697,0.66
2017-03-05T13:42:18.380Z,-21.87,-68.3141,4.7
2017-03-05T13:38:26.460Z,46.8501667,-121.7526667,1.72
2017-03-05T13:29:12.920Z,34.4703333,-115.8498333,1.64
2017-03-05T13:27:53.290Z,45.5933333,-111.9036667,0.8
2017-03-05T13:23:49.608Z,61.9674,-148.091,1.7
2017-03-05T12:45:14.180Z,52.2752,-169.3677,4
2017-03-05T12:33:49.766Z,61.8099,-149.5248,1.3
2017-03-05T12:22:15.370Z,-55.0791,-129.3625,5.3
2017-03-05T12:15:39.740Z,33.1751667,-115.6246667,1.17
2017-03-05T12:10:58.700Z,33.1805,-115.6206667,1.27
2017-03-05T12:09:16.090Z,35.9062,-98.2613,3.1
2017-03-05T12:06:36.240Z,37.1126,-97.4674,2.6
2017-03-05T12:00:21.489Z,63.2571,-150.6293,1.4
2017-03-05T11:43:22.404Z,64.4883,-149.4015,1.1
2017-03-05T11:33:33.470Z,35.8931,-98.2817,2.8
2017-03-05T11:23:16.543Z,39.5347,-119.5327,0.5
2017-03-05T11:03:42.652Z,38.2964,-118.8132,0.6
2017-03-05T10:49:26.808Z,59.6733,-153.0589,2.1
2017-03-05T10:44:23.690Z,32.6976667,-115.9235,1.98
2017-03-05T10:30:28.240Z,32.8155,-117.2245,1.36
2017-03-05T10:25:04.550Z,60.8165,-151.4918,1.9
2017-03-05T10:22:06.190Z,36.0038333,-117.7963333,0.45
2017-03-05T10:20:22.080Z,59.6302,-152.3645,1.6
2017-03-05T10:00:14.040Z,39.3601,-116.8321,1.6
2017-03-05T09:45:12.916Z,39.3907,-116.8493,1.4
2017-03-05T09:42:33.998Z,39.4116,-116.8517,2.5
2017-03-05T09:39:13.470Z,60.2322,-152.8941,1.9
2017-03-05T09:19:34.620Z,38.7576675,-122.7164993,1.13
2017-03-05T09:07:47.160Z,32.7803333,-116.5521667,0.9
2017-03-05T08:51:25.030Z,36.4638333,-120.4706667,2.02
2017-03-05T08:19:41.130Z,46.6691667,-121.4786667,1.47
2017-03-05T08:15:45.430Z,19.3828335,-155.2375031,2.06
2017-03-05T08:11:30.190Z,36.0061667,-117.8051667,0.53
2017-03-05T07:54:00.510Z,33.7201667,-116.8271667,0.91
2017-03-05T07:52:05.360Z,38.8153343,-122.8233337,0.85
2017-03-05T07:46:50.170Z,33.4961667,-116.488,0.69
2017-03-05T07:45:02.850Z,38.7873344,-122.7450027,1.33
2017-03-05T07:43:14.350Z,36.8974,-117.4393,0.9
2017-03-05T07:35:04.796Z,62.1665,-149.0887,1.5
2017-03-05T07:30:12.380Z,33.1456667,-116.011,2.38
2017-03-05T07:15:45.520Z,19.3789997,-155.2806702,2.02
2017-03-05T06:28:33.766Z,36.8994,-117.4401,1
2017-03-05T06:26:25.598Z,38.3852,-118.9279,2
2017-03-05T06:17:09.181Z,59.9126,-153.4692,2
2017-03-05T05:39:09.740Z,38.8206673,-122.7976685,0.58
2017-03-05T05:27:44.442Z,62.1703,-149.0842,1.5
2017-03-05T05:17:48.900Z,17.8367,-65.6106,2.9
2017-03-05T05:10:33.590Z,46.6611667,-121.49,0.94
2017-03-05T05:10:29.245Z,60.6517,-151.1098,2.1
2017-03-05T04:47:53.400Z,18.8819,-66.2275,3.4
2017-03-05T04:45:52.308Z,60.7973,-140.4706,1.8
2017-03-05T04:40:07.530Z,34.0165,-116.9763333,1.34
2017-03-05T04:28:44.249Z,63.5037,-151.1991,1.5
2017-03-05T04:24:47.264Z,64.7558,-141.0255,2.4
2017-03-05T04:19:59.778Z,38.4488,-118.887,1.1
2017-03-05T04:15:35.301Z,38.4237,-118.905,2.3
2017-03-05T04:05:36.940Z,41.5566667,-112.2015,0.91
2017-03-05T03:56:57.961Z,61.5354,-141.1587,2.4
2017-03-05T03:47:51.797Z,61.5359,-141.1581,2.2
2017-03-05T03:31:28.430Z,39.7613335,-123.3773346,2.99
2017-03-05T03:29:14.880Z,39.7628326,-123.3686676,2.56
2017-03-05T03:28:06.410Z,33.5005,-116.7885,0.4
2017-03-05T03:12:34.900Z,18.0226,-65.35,2.3
2017-03-05T03:09:22.230Z,33.645,-116.6981667,0.28
2017-03-05T02:31:01.677Z,61.4027,-150.4164,1.6
2017-03-05T02:28:58.830Z,19.4226665,-155.7771606,2.28
2017-03-05T02:05:26.167Z,61.5247,-140.9628,2.2
2017-03-05T01:55:01.036Z,62.2338,-148.0344,3
2017-03-05T01:50:19.418Z,62.5394,-149.3257,2.1
2017-03-05T01:46:56.670Z,36.5353,6.7413,4.7
2017-03-05T01:45:33.750Z,33.644,-116.6986667,1.06
2017-03-05T01:40:46.360Z,33.6431667,-116.699,1.02
2017-03-05T01:39:09.672Z,61.9497,-151.9953,1.8
2017-03-05T01:31:10.074Z,65.8957,-149.033,1.6
2017-03-05T01:29:52.580Z,37.4815,-119.3713333,1.22
2017-03-05T01:18:54.330Z,35.646,140.8909,4.9
2017-03-05T01:14:56.760Z,33.491,-116.7908333,1.2
2017-03-05T01:03:25.610Z,36.0373344,-120.6011658,0.91
2017-03-05T00:53:04.232Z,38.358,-118.9116,1.4
2017-03-05T00:43:00.020Z,33.6393333,-116.706,1.71
2017-03-05T00:42:33.690Z,33.6443333,-116.6961667,0.63
2017-03-05T00:41:56.790Z,33.6451667,-116.6995,0.54
2017-03-05T00:36:00.770Z,19.3575001,-155.286499,1.71
2017-03-05T00:35:55.950Z,19.3591671,-155.2955017,1.93
2017-03-05T00:08:20.090Z,9.8207,125.548,5.7
2017-03-04T23:56:30.253Z,39.2439,-120.0918,0.8
2017-03-04T23:49:46.280Z,46.6706667,-122.6596667,1.08
2017-03-04T23:49:02.330Z,33.4166667,-116.3676667,1.51
2017-03-04T23:35:34.880Z,37.4856667,-119.3806667,1.03
2017-03-04T23:34:39.417Z,61.5582,-146.4481,2
2017-03-04T23:21:55.033Z,64.9813,-147.3985,1.3
2017-03-04T23:08:55.480Z,33.502,-116.5268333,0.59
2017-03-04T22:46:21.440Z,33.432,-116.6165,0.82
2017-03-04T22:45:26.570Z,36.0551667,-117.7106667,2.32
2017-03-04T22:18:51.480Z,34.0233333,-116.9978333,1.97
2017-03-04T22:14:38.540Z,49.4875,-120.5465,2.2
2017-03-04T22:13:54.570Z,33.5038333,-116.527,0.65
2017-03-04T21:56:20.170Z,37.4768333,-119.3716667,1.02
2017-03-04T21:32:25.860Z,33.2841667,-116.7645,0.66
2017-03-04T21:26:59.210Z,36.1156667,-117.7028333,1.15
2017-03-04T21:22:34.978Z,62.2009,-148.02,1.2
2017-03-04T21:19:15.620Z,19.3726673,-155.2151642,2.1
2017-03-04T21:19:11.740Z,19.3641663,-155.2124939,2.21
2017-03-04T21:13:58.210Z,33.5048333,-116.792,0.66
2017-03-04T21:11:53.840Z,46.8456667,-121.7606667,1.15
2017-03-04T21:11:13.180Z,33.3505,-116.367,1.6
2017-03-04T21:00:34.450Z,62.9586,-148.3934,2
2017-03-04T20:55:34.535Z,38.4372,-118.8807,1
2017-03-04T20:52:04.920Z,-6.874,-81.3133,4.3
2017-03-04T20:43:43.850Z,33.4935,-116.7916667,0.44
2017-03-04T20:23:07.070Z,35.8853333,-89.9653333,0.96
2017-03-04T20:16:55.660Z,34.1686667,-117.6033333,1.29
2017-03-04T20:11:49.650Z,-59.1424,-17.6654,5
2017-03-04T20:09:12.900Z,2.5868,128.4055,4.4
2017-03-04T20:08:14.019Z,38.3909,-118.8976,1.8
2017-03-04T20:03:46.050Z,-20.5164,-178.3557,4.9
2017-03-04T20:03:29.300Z,40.3894997,-122.1063309,1.64
2017-03-04T19:48:20.960Z,36.8095,-97.6133,2.5
2017-03-04T19:38:22.850Z,33.4885,-116.7891667,0.21
2017-03-04T19:35:46.896Z,38.2415,-118.8444,2.4
2017-03-04T19:27:04.550Z,38.8429985,-122.829834,0.69
2017-03-04T19:11:48.143Z,64.1796,-150.0411,1.2
2017-03-04T18:51:13.076Z,60.7394,-147.3259,2.2
2017-03-04T18:33:16.690Z,46.61,-119.8513333,1.12
2017-03-04T17:41:00.460Z,33.5071667,-116.7863333,0.39
2017-03-04T17:36:38.900Z,-24.9688,179.6797,4.7
2017-03-04T17:30:18.294Z,36.7028,-116.3193,0.2
2017-03-04T17:04:24.210Z,46.7533333,-121.7463333,0.22
2017-03-04T16:49:48.612Z,62.2605,-148.4473,3.1
2017-03-04T16:46:23.948Z,63.5331,-148.8572,2.4
2017-03-04T16:45:15.430Z,35.6376648,-120.9564972,1.31
2017-03-04T16:37:56.420Z,38.8231659,-122.8570023,0.46
2017-03-04T16:24:25.990Z,33.0108333,-116.2728333,1.05
2017-03-04T16:16:38.380Z,33.6821667,-117.1856667,0.83
2017-03-04T15:46:30.168Z,59.6202,-153.3301,2.6
2017-03-04T15:27:52.705Z,61.4733,-146.6251,1.3
2017-03-04T15:10:54.527Z,37.6063,-116.1176,0.1
2017-03-04T15:07:57.190Z,36.0093333,-117.7911667,-0.04
2017-03-04T15:05:03.200Z,19.0944,-67.8093,3.2
2017-03-04T14:45:48.451Z,36.7028,-116.3218,0
2017-03-04T14:34:54.330Z,37.549,-113.0511667,2.07
2017-03-04T14:34:31.544Z,37.372,-117.116,-0.2
2017-03-04T13:52:56.630Z,36.0483322,-120.6324997,0.85
2017-03-04T13:51:54.232Z,37.7129,-118.1623,0.6
2017-03-04T13:41:30.435Z,62.2623,-150.6894,1.7
2017-03-04T13:38:30.250Z,46.627,-121.4973333,1.67
2017-03-04T13:35:18.000Z,17.9235,-65.693,2.4
2017-03-04T13:33:33.318Z,36.8056,-115.7839,0.2
2017-03-04T13:05:05.084Z,60.1859,-152.4338,3.4
2017-03-04T13:03:43.289Z,61.8175,-150.3266,1.2
2017-03-04T12:43:18.240Z,38.511,-83.0205,2.23
2017-03-04T12:33:08.798Z,37.826,-116.1638,0.3
2017-03-04T12:31:26.590Z,38.4196667,-122.4306667,1.82
2017-03-04T12:18:54.460Z,36.4938316,-121.0706635,1.93
2017-03-04T12:13:57.330Z,37.659,-118.9008333,0.4
2017-03-04T12:03:33.180Z,33.6738333,-116.7191667,0.65
2017-03-04T11:59:48.620Z,34.1471667,-116.8881667,0.89
2017-03-04T11:58:45.889Z,37.5411,-118.0456,0.7
2017-03-04T11:51:48.610Z,38.8264999,-122.7985001,0.43
2017-03-04T11:38:53.870Z,34.0791667,-117.6983333,0.89
2017-03-04T10:59:29.020Z,36.2416667,-117.5693333,1.79
2017-03-04T10:26:40.790Z,38.8404999,-122.8291702,0.43
2017-03-04T10:21:51.850Z,61.5697,-140.6908,3
2017-03-04T10:13:37.926Z,61.3864,-146.7993,1.9
2017-03-04T10:06:11.072Z,36.3346,-116.8917,-0.2
2017-03-04T10:05:26.080Z,-7.2852,155.7187,4.9
2017-03-04T09:49:38.130Z,38.8198318,-122.8238297,0.39
2017-03-04T09:25:24.920Z,45.0598333,-111.7931667,0.95
2017-03-04T09:23:54.500Z,64.2692,-149.9468,1.4
2017-03-04T09:22:29.070Z,64.2637,-149.9448,1.5
2017-03-04T09:20:04.420Z,33.4698333,-116.4486667,0.54
2017-03-04T09:13:02.410Z,-23.6781,-66.8943,4.3
2017-03-04T09:08:19.630Z,33.6886667,-116.7236667,0.18
2017-03-04T08:55:18.355Z,60.7786,-152.737,0.8
2017-03-04T08:55:12.570Z,63.2927,-151.0959,1.9
2017-03-04T08:50:27.500Z,17.8906,-65.6976,2.4
2017-03-04T08:49:44.580Z,35.8428345,-120.3809967,1.72
2017-03-04T08:47:02.983Z,39.1096,-115.7224,1.4
2017-03-04T08:42:30.550Z,33.4965,-116.7853333,0.3
2017-03-04T08:40:07.500Z,37.628,-118.888,0.31
2017-03-04T08:33:56.170Z,36.4651667,-121.0465,2.01
2017-03-04T08:20:19.420Z,-3.9132,138.6354,4.4
2017-03-04T08:05:45.025Z,38.3962,-118.9086,1
2017-03-04T08:04:13.220Z,34.3408333,-117.7086667,1.61
2017-03-04T08:03:37.822Z,38.3779,-118.898,0.9
2017-03-04T08:00:40.090Z,43.2413333,-111.0276667,1.47
2017-03-04T07:57:30.760Z,32.4396667,-115.1763333,1.88
2017-03-04T07:30:21.260Z,36.0545,-117.7071667,0.85
2017-03-04T07:27:37.840Z,-41.8074,174.1755,4.3
2017-03-04T07:18:49.815Z,38.4252,-118.9932,0.8
2017-03-04T07:17:06.680Z,36.0548333,-117.7165,1.61
2017-03-04T06:32:48.200Z,18.5676,-66.7464,2.3
2017-03-04T06:26:33.270Z,36.5396667,-89.6403333,1.78
2017-03-04T06:18:37.770Z,36.2261658,-120.3391647,1.86
2017-03-04T06:11:51.227Z,36.8216,-115.9479,-0.1
2017-03-04T06:01:48.100Z,18.3939,-67.361,2.6
2017-03-04T05:57:21.280Z,33.5858333,-116.8105,0.16
2017-03-04T05:48:26.640Z,40.2465,-121.1668333,2.51
2017-03-04T05:44:44.680Z,38.7859993,-122.7275009,2.71
2017-03-04T05:43:00.911Z,61.9887,-149.516,1.6
2017-03-04T05:39:33.280Z,37.6218333,-118.8613333,0.16
2017-03-04T05:36:32.657Z,36.7013,-116.3237,-0.1
2017-03-04T04:44:49.180Z,38.8173332,-122.795166,0.44
2017-03-04T04:44:21.330Z,38.8171654,-122.7949982,1.61
2017-03-04T04:37:25.250Z,38.8153343,-122.8178329,1.36
2017-03-04T04:25:33.320Z,34.0206667,-117.2268333,1.27
2017-03-04T04:23:51.000Z,17.9685,-67.2317,2.1
2017-03-04T04:06:57.150Z,37.8993,-118.6754,0.9
2017-03-04T03:53:58.200Z,38.8163338,-122.8146667,0.88
2017-03-04T03:50:01.060Z,-7.191,155.8292,4.8
2017-03-04T03:48:35.160Z,33.4893333,-116.7876667,1.4
2017-03-04T03:33:43.620Z,46.5963333,-112.5896667,1.31
2017-03-04T03:24:56.800Z,19.1886673,-155.4799957,2.43
2017-03-04T03:19:28.346Z,37.8647,-117.8055,1.4
2017-03-04T03:18:41.280Z,-7.2921,155.7504,5
2017-03-04T03:17:44.021Z,37.8635,-117.8073,1.6
